"1" "0.9" "0.8" "0.7" "0.6" "0.5" "0.4" "0.3" "0.2" "0.1" "0"
"0" 1.50787354340228 1.54843687137152 1.73648217453971 1.78480432694022 1.75435343769326 1.77512954688463 1.72342274145915 1.50008004691701 1.61874004973584 4.763728627616 1.52960092974232
"0.1" 1.50212896879642 1.5737607976631 1.62300501583063 1.63646998190884 1.64340884949026 1.55947387799478 1.52995230168304 1.58682463275088 1.54655997208489 3.99361207104788 1.55763346863955
"0.2" 1.505777265312 1.55722325909514 1.58954436856724 1.57946764599019 1.60706195735928 1.53486581921413 1.50946659738134 1.56236647637996 1.52536006272788 3.64495830653891 1.51855904850021
"0.3" 1.51003712355821 1.55002554025514 1.56555940280933 1.54373347217254 1.56938887230348 1.534528467214 1.50579510875872 1.54338338705786 1.51635688451195 3.29930674033371 1.50426506769283
"0.4" 1.50994286304645 1.5392356262383 1.5532569772839 1.52570251008294 1.54531248873466 1.53019170560573 1.51064010643821 1.53361248869877 1.51418179304466 3.03880479960375 1.50171548975831
"0.5" 1.51165154635595 1.53143805209992 1.54047824033756 1.51477378117643 1.52722518821229 1.52160063548218 1.51513356360374 1.52460491690452 1.51037663271165 2.7683904793837 1.50044132501164
"0.6" 1.51695474161275 1.52582169840531 1.52629949157266 1.50698436255259 1.51227814822529 1.51522809464826 1.51421284419019 1.52114692035933 1.50775520151212 2.53964371957273 1.50048792400227
"0.7" 1.51636877460881 1.51845049418146 1.51727214699366 1.50375362477071 1.50658898812721 1.51297617996951 1.5126055017646 1.51833748292913 1.50537099320689 2.31739567930795 1.50063484142098
"0.8" 1.51194470436087 1.51194669322651 1.51138055315254 1.50225104135757 1.50396933358098 1.5115751768365 1.51067333263578 1.51435335766151 1.50387429442662 2.0879690489159 1.50023689129812
"0.9" 1.50706681352302 1.50706681352302 1.50706681352302 1.50254938349031 1.50333098462055 1.50706681352302 1.50706681352302 1.50706681352302 1.5042446335052 1.88510210302966 1.50019925241852
"1" 1.50379876837134 1.50379876837134 1.50379876837134 1.50379876837134 1.50379876837134 1.50379876837134 1.50379876837134 1.50379876837134 1.50379876837134 1.73181103036569 1.50026433143973
